,formattedPrice,Neighborhood,Year Built
1478,"$218,836.00",CollgCr,2007
1479,"$193,000.00",CollgCr,2007
1480,"$189,000.00",CollgCr,2005
1481,"$149,300.00",CollgCr,2004
1482,"$141,000.00",CollgCr,2004
1483,"$149,000.00",CollgCr,2004
1484,"$144,500.00",CollgCr,2004
1485,"$85,000.00",Edwards,1910
1486,"$145,900.00",Edwards,1900
1487,"$123,000.00",Edwards,1966
1488,"$147,500.00",Edwards,1965
1489,"$165,000.00",Edwards,1976
1490,"$135,000.00",Edwards,1976
1491,"$108,000.00",Edwards,1940
1492,"$137,500.00",Edwards,1972
1493,"$165,400.00",Edwards,2003
1494,"$147,000.00",Edwards,1977
1495,"$160,500.00",Edwards,1976
1496,"$176,000.00",Edwards,2005
1497,"$284,700.00",Edwards,1959
1498,"$160,000.00",Edwards,2008
1499,"$148,000.00",Edwards,2005
1500,"$82,000.00",Edwards,1955
1501,"$82,000.00",Edwards,1955
1502,"$118,000.00",Edwards,1955
1503,"$82,500.00",Edwards,1955
1504,"$91,900.00",Edwards,1955
1505,"$120,000.00",Edwards,1938
1506,"$96,000.00",Edwards,1947
1507,"$99,000.00",Edwards,1953
1508,"$130,500.00",Edwards,1946
1509,"$135,000.00",Edwards,1954
1510,"$135,500.00",Edwards,1955
1511,"$100,000.00",Edwards,1954
1512,"$108,000.00",Edwards,1923
1513,"$98,000.00",Edwards,1925
1514,"$67,000.00",Edwards,1914
1515,"$135,900.00",SWISU,1912
1516,"$140,000.00",SWISU,1925
1517,"$179,500.00",SWISU,1939
1518,"$136,500.00",SWISU,1925
1519,"$168,000.00",SWISU,1921
1520,"$130,000.00",SWISU,1911
1521,"$189,000.00",SWISU,1921
1522,"$161,900.00",SWISU,1930
1523,"$145,000.00",Crawfor,1926
1524,"$191,000.00",Crawfor,1922
1525,"$177,000.00",Crawfor,1915
1526,"$147,500.00",Crawfor,1914
1527,"$91,000.00",SWISU,1930
1528,"$231,000.00",Crawfor,1925
1529,"$115,000.00",SWISU,1936
1530,"$138,000.00",Crawfor,1923
1531,"$149,000.00",Crawfor,1931
1532,"$188,700.00",Crawfor,1934
1533,"$198,000.00",Crawfor,1937
1534,"$110,000.00",Crawfor,1938
1535,"$104,000.00",Crawfor,1951
1536,"$257,076.00",Crawfor,1935
1537,"$381,000.00",Crawfor,1935
1538,"$311,500.00",Crawfor,1939
1539,"$263,400.00",Crawfor,1950
1540,"$236,500.00",Crawfor,1956
1541,"$224,000.00",Crawfor,1954
1542,"$116,500.00",Blueste,1980
1543,"$151,000.00",Blueste,1980
1544,"$126,000.00",IDOTRR,1926
1545,"$120,000.00",IDOTRR,1940
1546,"$55,000.00",IDOTRR,1922
1547,"$120,500.00",IDOTRR,1930
1548,"$120,500.00",IDOTRR,1940
1549,"$119,000.00",IDOTRR,1930
1550,"$126,000.00",IDOTRR,1967
1551,"$99,500.00",IDOTRR,1930
1552,"$165,500.00",IDOTRR,1958
1553,"$13,100.00",IDOTRR,1952
1554,"$89,000.00",IDOTRR,1895
1555,"$40,000.00",IDOTRR,1920
1556,"$80,900.00",IDOTRR,1910
1557,"$81,000.00",IDOTRR,1935
1558,"$65,000.00",IDOTRR,1920
1559,"$392,500.00",Crawfor,2008
1560,"$294,464.00",Crawfor,2007
1561,"$250,000.00",Crawfor,2004
1562,"$275,000.00",Crawfor,2004
1563,"$300,000.00",Mitchel,1996
1564,"$271,000.00",Mitchel,2002
1565,"$213,000.00",Mitchel,1996
1566,"$171,000.00",Mitchel,1977
1567,"$171,500.00",Mitchel,1977
1568,"$100,000.00",Mitchel,1976
1569,"$228,500.00",Mitchel,1991
1570,"$228,950.00",Timber,1965
1571,"$241,500.00",Timber,1986
1572,"$287,000.00",Timber,1976
1573,"$294,000.00",Timber,2006
1574,"$293,077.00",Timber,2007
1575,"$264,966.00",Timber,2007
1576,"$172,500.00",Timber,2006
1577,"$167,500.00",Timber,2006
1578,"$218,689.00",Timber,2008
1579,"$150,000.00",Timber,1989
1580,"$184,000.00",Timber,1986
1581,"$180,000.00",Timber,1986
1582,"$175,000.00",Timber,1988
1583,"$232,500.00",Timber,2003
1584,"$195,000.00",Timber,1999
1585,"$305,000.00",Timber,2003
1586,"$298,751.00",Timber,2007
1587,"$370,000.00",Timber,2005
1588,"$209,200.00",Mitchel,1997
1589,"$206,300.00",Mitchel,1997
1590,"$146,000.00",Mitchel,2007
1591,"$160,500.00",Mitchel,1997
1592,"$173,000.00",Mitchel,1964
1593,"$124,000.00",MeadowV,1975
1594,"$115,000.00",MeadowV,1976
1595,"$129,500.00",MeadowV,1976
1596,"$105,000.00",MeadowV,1973
1597,"$94,900.00",MeadowV,1973
1598,"$152,500.00",Mitchel,1968
1599,"$98,000.00",MeadowV,1970
1600,"$81,000.00",MeadowV,1972
1601,"$113,000.00",Mitchel,1954
1602,"$128,500.00",Mitchel,1983
1603,"$119,500.00",Mitchel,1984
1604,"$130,500.00",Mitchel,1982
1605,"$138,000.00",Mitchel,1982
1606,"$134,500.00",Mitchel,1982
1607,"$160,000.00",Mitchel,1940
1608,"$137,500.00",Mitchel,1984
1609,"$172,000.00",Mitchel,1969
1610,"$103,000.00",IDOTRR,1900
1611,"$167,300.00",NAmes,1971
1612,"$167,000.00",NAmes,1970
1613,"$244,000.00",NAmes,1973
1614,"$268,000.00",NAmes,1970
1615,"$225,000.00",Gilbert,2003
1616,"$168,000.00",Gilbert,1995
1617,"$177,000.00",Gilbert,1997
1618,"$169,000.00",Gilbert,1997
1619,"$161,500.00",Gilbert,1997
1620,"$251,000.00",StoneBr,2000
1621,"$160,000.00",Gilbert,1994
1622,"$180,000.00",Gilbert,1999
1623,"$178,750.00",Gilbert,1996
1624,"$176,000.00",Gilbert,1995
1625,"$204,000.00",Gilbert,1999
1626,"$160,000.00",Gilbert,1992
1627,"$160,000.00",Gilbert,1991
1628,"$163,900.00",Gilbert,1992
1629,"$168,000.00",Gilbert,1993
1630,"$154,204.00",Gilbert,1964
1631,"$170,000.00",StoneBr,1986
1632,"$207,500.00",StoneBr,1984
1633,"$182,000.00",StoneBr,1988
1634,"$212,000.00",StoneBr,1990
1635,"$377,426.00",StoneBr,2005
1636,"$349,265.00",StoneBr,2005
1637,"$591,587.00",StoneBr,2006
1638,"$155,000.00",Gilbert,1969
1639,"$319,900.00",StoneBr,2006
1640,"$392,000.00",StoneBr,2007
1641,"$441,929.00",StoneBr,2006
1642,"$455,000.00",StoneBr,2006
1643,"$182,900.00",NWAmes,1981
1644,"$174,000.00",NWAmes,1984
1645,"$178,000.00",NWAmes,1984
1646,"$176,000.00",NWAmes,1981
1647,"$213,000.00",NWAmes,1978
1648,"$192,000.00",NWAmes,1979
1649,"$190,000.00",NWAmes,1977
1650,"$195,000.00",NWAmes,1976
1651,"$148,000.00",NWAmes,1978
1652,"$151,500.00",NWAmes,1984
1653,"$197,000.00",NWAmes,1979
1654,"$192,350.00",NWAmes,1979
1655,"$152,000.00",NWAmes,1969
1656,"$170,000.00",NWAmes,1971
1657,"$175,000.00",NWAmes,1971
1658,"$175,000.00",NWAmes,1968
1659,"$197,900.00",NWAmes,1976
1660,"$174,000.00",NWAmes,1976
1661,"$178,900.00",NWAmes,1974
1662,"$139,000.00",NAmes,1971
1663,"$143,250.00",NAmes,1971
1664,"$184,000.00",NAmes,1972
1665,"$155,000.00",NAmes,1970
1666,"$133,000.00",NAmes,1970
1667,"$119,500.00",NAmes,1971
1668,"$123,000.00",NAmes,1971
1669,"$110,000.00",NAmes,1971
1670,"$128,000.00",NAmes,1961
1671,"$120,500.00",NAmes,1971
1672,"$133,000.00",NAmes,1998
1673,"$155,000.00",NAmes,2001
1674,"$177,000.00",NAmes,1997
1675,"$113,500.00",BrDale,1973
1676,"$113,000.00",BrDale,1973
1677,"$113,700.00",BrDale,1973
1678,"$106,000.00",BrDale,1970
1679,"$122,500.00",BrDale,1971
1680,"$128,000.00",NPkVill,1976
1681,"$155,000.00",NPkVill,1976
1682,"$142,500.00",NPkVill,1978
1683,"$129,250.00",NAmes,1966
1684,"$356,000.00",NridgHt,2006
1685,"$314,813.00",NridgHt,2007
1686,"$318,000.00",NridgHt,2007
1687,"$322,400.00",NridgHt,2006
1688,"$318,000.00",NridgHt,2007
1689,"$345,474.00",NridgHt,2007
1690,"$415,298.00",NridgHt,2006
1691,"$492,000.00",NridgHt,2007
1692,"$338,931.00",NridgHt,2006
1693,"$450,000.00",NridgHt,2005
1694,"$280,000.00",NridgHt,2006
1695,"$479,069.00",NridgHt,2007
1696,"$395,000.00",NridgHt,2006
1697,"$380,000.00",NridgHt,2006
1698,"$250,000.00",NridgHt,2006
1699,"$440,000.00",NridgHt,2006
1700,"$418,000.00",NridgHt,2005
1701,"$500,067.00",NridgHt,2007
1702,"$260,116.00",NridgHt,2007
1703,"$317,000.00",NridgHt,2004
1704,"$319,500.00",NridgHt,2007
1705,"$325,624.00",NridgHt,2007
1706,"$372,000.00",NridgHt,2006
1707,"$342,000.00",NridgHt,2004
1708,"$354,000.00",NridgHt,2004
1709,"$350,000.00",NridgHt,2003
1710,"$285,000.00",NridgHt,2003
1711,"$281,500.00",NridgHt,2007
1712,"$245,700.00",NridgHt,2005
1713,"$232,698.00",NridgHt,2005
1714,"$250,000.00",NridgHt,2006
1715,"$194,700.00",NridgHt,2005
1716,"$204,000.00",NridgHt,2005
1717,"$200,000.00",NridgHt,2005
1718,"$207,000.00",NridgHt,2005
1719,"$209,500.00",NridgHt,2006
1720,"$209,500.00",NridgHt,2006
1721,"$202,500.00",NridgHt,2006
1722,"$280,000.00",NridgHt,2005
1723,"$277,500.00",NridgHt,2005
1724,"$318,061.00",NridgHt,2007
1725,"$221,370.00",NridgHt,2006
1726,"$200,000.00",NridgHt,2003
1727,"$181,755.00",Gilbert,2007
1728,"$176,000.00",Gilbert,2005
1729,"$178,900.00",Gilbert,2005
1730,"$168,165.00",Gilbert,2006
1731,"$171,925.00",Gilbert,2006
1732,"$198,444.00",Gilbert,2006
1733,"$203,000.00",Gilbert,2005
1734,"$179,540.00",Gilbert,2007
1735,"$176,485.00",Gilbert,2007
1736,"$181,134.00",Gilbert,2007
1737,"$156,932.00",Gilbert,2006
1738,"$166,000.00",Gilbert,2007
1739,"$177,594.00",Gilbert,2007
1740,"$173,500.00",Gilbert,2007
1741,"$172,500.00",Blmngtn,2006
1742,"$194,201.00",Blmngtn,2006
1743,"$226,500.00",Blmngtn,2003
1744,"$185,485.00",Blmngtn,2007
1745,"$259,000.00",Gilbert,2004
1746,"$188,500.00",Gilbert,2004
1747,"$175,000.00",Gilbert,2004
1748,"$215,000.00",Gilbert,2004
1749,"$206,580.00",Gilbert,2006
1750,"$183,500.00",Gilbert,2004
1751,"$165,500.00",Gilbert,2003
1752,"$211,000.00",Gilbert,2003
1753,"$181,000.00",Gilbert,2000
1754,"$219,500.00",Gilbert,2002
1755,"$175,000.00",Gilbert,1999
1756,"$170,000.00",Gilbert,2000
1757,"$162,000.00",Gilbert,2003
1758,"$187,000.00",Gilbert,2000
1759,"$185,000.00",Gilbert,1999
1760,"$745,000.00",NoRidge,1996
1761,"$384,500.00",NoRidge,1997
1762,"$248,000.00",NoRidge,2000
1763,"$466,500.00",NoRidge,2001
1764,"$410,000.00",NoRidge,1998
1765,"$322,500.00",NoRidge,1998
1766,"$252,000.00",NoRidge,1998
1767,"$755,000.00",NoRidge,1994
1768,"$269,790.00",NoRidge,1996
1769,"$315,750.00",NoRidge,1996
1770,"$290,000.00",NoRidge,1995
1771,"$290,000.00",NoRidge,1995
1772,"$430,000.00",NoRidge,1992
1773,"$263,000.00",NoRidge,1992
1774,"$330,000.00",NoRidge,1996
1775,"$213,133.00",Somerst,2007
1776,"$260,261.00",Somerst,2007
1777,"$320,000.00",Somerst,2006
1778,"$282,922.00",Somerst,2007
1779,"$215,000.00",Somerst,2006
1780,"$419,005.00",Somerst,2007
1781,"$255,000.00",Somerst,2006
1782,"$147,000.00",Somerst,2006
1783,"$235,876.00",Somerst,2007
1784,"$311,872.00",Somerst,2007
1785,"$248,328.00",Somerst,2007
1786,"$227,000.00",Somerst,2006
1787,"$260,000.00",Somerst,2005
1788,"$225,000.00",Somerst,2007
1789,"$249,000.00",Somerst,2005
1790,"$307,000.00",Somerst,2004
1791,"$250,000.00",Somerst,2006
1792,"$221,300.00",Somerst,2006
1793,"$208,900.00",Somerst,2007
1794,"$210,400.00",Somerst,2006
1795,"$255,000.00",Somerst,2007
1796,"$212,109.00",Somerst,2007
1797,"$270,000.00",Somerst,2006
1798,"$303,477.00",Somerst,2007
1799,"$310,013.00",Somerst,2007
1800,"$249,700.00",Somerst,2006
1801,"$227,875.00",Somerst,2007
1802,"$261,329.00",Somerst,2007
1803,"$253,000.00",Somerst,2006
1804,"$265,000.00",Somerst,2004
1805,"$340,000.00",Somerst,2004
1806,"$146,000.00",SawyerW,2006
1807,"$147,000.00",SawyerW,2006
1808,"$149,000.00",SawyerW,2003
1809,"$181,000.00",SawyerW,2006
1810,"$201,000.00",SawyerW,1994
1811,"$191,750.00",SawyerW,1993
1812,"$179,000.00",SawyerW,2000
1813,"$215,000.00",SawyerW,1998
1814,"$179,200.00",SawyerW,1992
1815,"$128,000.00",SawyerW,1980
1816,"$144,000.00",SawyerW,1983
1817,"$144,000.00",SawyerW,1977
1818,"$120,750.00",Sawyer,1977
1819,"$132,500.00",Sawyer,1963
1820,"$132,000.00",Sawyer,1962
1821,"$132,500.00",Sawyer,1962
1822,"$129,000.00",Sawyer,1961
1823,"$143,900.00",Sawyer,1962
1824,"$145,000.00",Sawyer,1968
1825,"$128,500.00",Sawyer,1961
1826,"$125,500.00",Sawyer,1967
1827,"$300,000.00",Veenker,1990
1828,"$294,000.00",Veenker,1974
1829,"$129,000.00",Sawyer,1974
1830,"$171,000.00",Sawyer,1975
1831,"$147,000.00",Sawyer,1973
1832,"$302,000.00",NoRidge,1990
1833,"$285,000.00",NoRidge,1992
1834,"$214,000.00",Somerst,2004
1835,"$166,000.00",Somerst,2006
1836,"$193,800.00",Somerst,2006
1837,"$208,900.00",Somerst,2006
1838,"$194,000.00",Somerst,2006
1839,"$207,500.00",Somerst,2006
1840,"$199,900.00",Somerst,2006
1841,"$164,700.00",Somerst,2006
1842,"$176,500.00",Somerst,1999
1843,"$176,000.00",Somerst,1999
1844,"$168,500.00",Somerst,2000
1845,"$177,000.00",Somerst,2000
1846,"$177,000.00",Somerst,2000
1847,"$148,800.00",Somerst,2004
1848,"$174,000.00",Somerst,1999
1849,"$239,000.00",Somerst,1997
1850,"$204,000.00",Somerst,1999
1851,"$301,000.00",Somerst,2003
1852,"$312,500.00",Somerst,1998
1853,"$279,700.00",Veenker,1994
1854,"$255,000.00",Veenker,1980
1855,"$194,000.00",Veenker,1978
1856,"$218,000.00",Veenker,1976
1857,"$213,750.00",Greens,1978
1858,"$187,000.00",Veenker,1976
1859,"$181,500.00",Veenker,1976
1860,"$373,000.00",Veenker,1981
1861,"$190,000.00",Sawyer,1977
1862,"$226,000.00",Somerst,2001
1863,"$143,450.00",NWAmes,1968
1864,"$240,050.00",NWAmes,1970
1865,"$162,500.00",NWAmes,1969
1866,"$164,000.00",NWAmes,1968
1867,"$185,000.00",NWAmes,1972
1868,"$188,500.00",NWAmes,1993
1869,"$255,000.00",NWAmes,1993
1870,"$136,905.00",NWAmes,1976
1871,"$158,500.00",NWAmes,1966
1872,"$175,500.00",NWAmes,1973
1873,"$127,000.00",NWAmes,1963
1874,"$127,000.00",NAmes,1967
1875,"$143,000.00",NAmes,1967
1876,"$156,000.00",NAmes,1965
1877,"$144,000.00",NAmes,1958
1878,"$119,000.00",NAmes,1964
1879,"$103,000.00",NAmes,1964
1880,"$139,900.00",NAmes,1960
1881,"$151,500.00",NAmes,1960
1882,"$126,500.00",NAmes,1960
1883,"$145,000.00",NAmes,1958
1884,"$120,000.00",NAmes,1958
1885,"$124,000.00",NAmes,1956
1886,"$106,500.00",NAmes,1959
1887,"$140,500.00",NAmes,1961
1888,"$137,500.00",NAmes,1961
1889,"$117,600.00",NAmes,1960
1890,"$163,500.00",NAmes,1966
1891,"$161,000.00",NAmes,1965
1892,"$158,000.00",NAmes,1964
1893,"$224,500.00",NAmes,1964
1894,"$147,000.00",NAmes,1964
1895,"$200,000.00",NAmes,1959
1896,"$181,900.00",NAmes,1960
1897,"$150,750.00",NAmes,1959
1898,"$101,800.00",NAmes,1962
1899,"$124,000.00",NAmes,1950
1900,"$138,500.00",NAmes,1940
1901,"$39,300.00",BrkSide,1946
1902,"$64,500.00",BrkSide,1946
1903,"$64,000.00",BrkSide,1945
1904,"$112,000.00",BrkSide,1958
1905,"$165,000.00",NAmes,1964
1906,"$144,000.00",NAmes,1955
1907,"$137,000.00",NAmes,1948
1908,"$105,000.00",NAmes,1941
1909,"$146,500.00",NAmes,1942
1910,"$126,000.00",NAmes,1968
1911,"$175,000.00",NAmes,1966
1912,"$158,500.00",NAmes,1961
1913,"$114,500.00",NAmes,1958
1914,"$144,000.00",NAmes,1958
1915,"$129,000.00",NAmes,1965
1916,"$141,000.00",NAmes,1957
1917,"$131,000.00",NAmes,1956
1918,"$142,100.00",NAmes,1963
1919,"$139,000.00",NAmes,1958
1920,"$157,900.00",NAmes,1958
1921,"$139,400.00",NAmes,1954
1922,"$150,000.00",NAmes,1957
1923,"$120,000.00",NAmes,1960
1924,"$174,850.00",NAmes,1957
1925,"$116,000.00",NAmes,1957
1926,"$135,000.00",NAmes,1956
1927,"$163,500.00",NAmes,1970
1928,"$130,000.00",NAmes,1955
1929,"$129,500.00",NAmes,1955
1930,"$142,000.00",NAmes,1953
1931,"$128,600.00",NAmes,1958
1932,"$125,000.00",NAmes,1952
1933,"$136,000.00",NAmes,1953
1934,"$134,500.00",NAmes,1953
1935,"$127,000.00",NAmes,1956
1936,"$130,000.00",NAmes,1955
1937,"$115,000.00",NAmes,1955
1938,"$116,900.00",NAmes,1955
1939,"$132,000.00",NAmes,1956
1940,"$153,000.00",NAmes,1953
1941,"$112,500.00",OldTown,1952
1942,"$138,000.00",OldTown,1890
1943,"$135,000.00",NAmes,1949
1944,"$156,000.00",NAmes,1953
1945,"$301,600.00",NAmes,1935
1946,"$109,000.00",OldTown,1940
1947,"$103,200.00",OldTown,1956
1948,"$128,500.00",OldTown,1925
1949,"$64,500.00",OldTown,1927
1950,"$148,000.00",OldTown,1895
1951,"$86,000.00",OldTown,1920
1952,"$172,000.00",NAmes,1963
1953,"$120,000.00",NAmes,1961
1954,"$128,500.00",NAmes,1968
1955,"$135,000.00",NAmes,1969
1956,"$122,900.00",NAmes,1949
1957,"$119,200.00",NAmes,1948
1958,"$143,000.00",NAmes,1949
1959,"$119,000.00",NAmes,1950
1960,"$102,000.00",NAmes,1950
1961,"$129,000.00",NAmes,1950
1962,"$135,000.00",NAmes,1960
1963,"$152,000.00",NAmes,1959
1964,"$140,000.00",NAmes,1958
1965,"$152,000.00",NAmes,1960
1966,"$156,500.00",NAmes,1960
1967,"$141,000.00",NAmes,1961
1968,"$99,000.00",NAmes,1961
1969,"$187,000.00",NAmes,1964
1970,"$169,500.00",NAmes,1962
1971,"$125,500.00",NAmes,1962
1972,"$130,000.00",NAmes,1962
1973,"$103,000.00",OldTown,1926
1974,"$132,000.00",OldTown,1910
1975,"$127,500.00",OldTown,1927
1976,"$89,500.00",OldTown,1922
1977,"$140,000.00",OldTown,1980
1978,"$99,900.00",OldTown,1920
1979,"$100,000.00",OldTown,1885
1980,"$130,000.00",OldTown,1940
1981,"$135,000.00",OldTown,1900
1982,"$120,000.00",OldTown,1948
1983,"$89,471.00",OldTown,1937
1984,"$85,000.00",OldTown,1900
1985,"$108,500.00",OldTown,1920
1986,"$137,000.00",OldTown,1900
1987,"$110,500.00",OldTown,1945
1988,"$100,000.00",OldTown,1923
1989,"$184,900.00",OldTown,1910
1990,"$145,000.00",OldTown,1927
1991,"$125,000.00",OldTown,1925
1992,"$114,000.00",OldTown,1910
1993,"$90,000.00",OldTown,1900
1994,"$144,100.00",OldTown,1910
1995,"$117,500.00",OldTown,1880
1996,"$124,500.00",OldTown,1930
1997,"$185,000.00",OldTown,1879
1998,"$133,900.00",OldTown,1910
1999,"$152,000.00",OldTown,1926
2000,"$153,500.00",OldTown,1948
2001,"$159,500.00",OldTown,1890
2002,"$87,000.00",OldTown,1930
2003,"$104,500.00",OldTown,1956
2004,"$110,000.00",OldTown,1949
2005,"$136,500.00",BrkSide,1925
2006,"$128,250.00",BrkSide,1950
2007,"$144,000.00",BrkSide,1920
2008,"$210,000.00",BrkSide,1923
2009,"$135,000.00",BrkSide,1939
2010,"$128,000.00",BrkSide,1939
2011,"$131,000.00",BrkSide,1941
2012,"$113,000.00",BrkSide,1939
2013,"$126,000.00",BrkSide,1938
2014,"$132,000.00",BrkSide,1939
2015,"$131,750.00",BrkSide,1930
2016,"$132,500.00",BrkSide,1926
2017,"$137,500.00",BrkSide,1920
2018,"$132,000.00",BrkSide,1929
2019,"$127,500.00",BrkSide,1931
2020,"$102,000.00",BrkSide,1926
2021,"$200,000.00",OldTown,1918
2022,"$180,500.00",BrkSide,1919
2023,"$165,000.00",BrkSide,1920
2024,"$90,000.00",BrkSide,1926
2025,"$153,575.00",BrkSide,1915
2026,"$140,000.00",OldTown,1929
2027,"$136,000.00",OldTown,1916
2028,"$113,000.00",OldTown,1901
2029,"$117,000.00",OldTown,1901
2030,"$169,500.00",IDOTRR,1931
2031,"$139,400.00",IDOTRR,1930
2032,"$202,500.00",IDOTRR,1963
2033,"$127,000.00",IDOTRR,1914
2034,"$141,000.00",IDOTRR,1937
2035,"$212,300.00",IDOTRR,1950
2036,"$161,000.00",IDOTRR,1915
2037,"$99,500.00",IDOTRR,1958
2038,"$101,000.00",IDOTRR,1920
2039,"$109,900.00",IDOTRR,1916
2040,"$128,500.00",OldTown,1941
2041,"$122,000.00",OldTown,1910
2042,"$87,000.00",OldTown,1930
2043,"$50,000.00",IDOTRR,1910
2044,"$219,000.00",Sawyer,1937
2045,"$200,500.00",ClearCr,1946
2046,"$126,000.00",Edwards,1940
2047,"$108,500.00",SWISU,1942
2048,"$130,000.00",Sawyer,1963
2049,"$158,450.00",Sawyer,1964
2050,"$115,400.00",Sawyer,1964
2051,"$118,500.00",Sawyer,1961
2052,"$165,000.00",Sawyer,1964
2053,"$123,000.00",Sawyer,1966
2054,"$129,000.00",Sawyer,1966
2055,"$125,000.00",Sawyer,1966
2056,"$108,000.00",Sawyer,1968
2057,"$119,900.00",Sawyer,1971
2058,"$115,000.00",Sawyer,1968
2059,"$134,500.00",Sawyer,1967
2060,"$127,000.00",Sawyer,1966
2061,"$129,000.00",Sawyer,1968
2062,"$143,500.00",Sawyer,1977
2063,"$129,000.00",Sawyer,1966
2064,"$187,000.00",Sawyer,1956
2065,"$158,000.00",Sawyer,1920
2066,"$112,000.00",Sawyer,1918
2067,"$165,250.00",Sawyer,1940
2068,"$150,000.00",Sawyer,1954
2069,"$137,000.00",Sawyer,1958
2070,"$89,500.00",Sawyer,1945
2071,"$302,000.00",ClearCr,1971
2072,"$182,000.00",ClearCr,1984
2073,"$211,000.00",ClearCr,1988
2074,"$216,000.00",Edwards,1948
2075,"$130,000.00",Edwards,1953
2076,"$109,900.00",Edwards,1946
2077,"$255,000.00",ClearCr,1954
2078,"$243,000.00",Edwards,1950
2079,"$154,000.00",Edwards,1954
2080,"$118,000.00",SWISU,1958
2081,"$80,000.00",Edwards,1958
2082,"$150,000.00",Edwards,1977
2083,"$86,000.00",Edwards,1920
2084,"$130,000.00",Edwards,1984
2085,"$125,000.00",Edwards,1951
2086,"$136,500.00",Edwards,1951
2087,"$96,000.00",Edwards,1920
2088,"$120,000.00",Edwards,1957
2089,"$228,500.00",SawyerW,1984
2090,"$179,900.00",SawyerW,1990
2091,"$225,000.00",SawyerW,1990
2092,"$301,000.00",SawyerW,1986
2093,"$238,000.00",SawyerW,1991
2094,"$228,500.00",SawyerW,1989
2095,"$220,000.00",SawyerW,1994
2096,"$383,970.00",CollgCr,2007
2097,"$424,870.00",CollgCr,2006
2098,"$250,000.00",CollgCr,2007
2099,"$360,000.00",CollgCr,2006
2100,"$279,500.00",CollgCr,2006
2101,"$200,141.00",CollgCr,2007
2102,"$246,500.00",CollgCr,2007
2103,"$276,000.00",CollgCr,2007
2104,"$203,000.00",CollgCr,2005
2105,"$155,835.00",CollgCr,2006
2106,"$194,000.00",CollgCr,2006
2107,"$195,400.00",CollgCr,2007
2108,"$217,000.00",CollgCr,2005
2109,"$212,999.00",CollgCr,2006
2110,"$175,900.00",CollgCr,2005
2111,"$191,000.00",CollgCr,2005
2112,"$176,432.00",CollgCr,2006
2113,"$277,000.00",SawyerW,1988
2114,"$207,000.00",SawyerW,1988
2115,"$277,000.00",ClearCr,1958
2116,"$240,000.00",ClearCr,1992
2117,"$187,500.00",ClearCr,1966
2118,"$279,000.00",ClearCr,1976
2119,"$139,500.00",CollgCr,1994
2120,"$126,000.00",CollgCr,1994
2121,"$177,500.00",CollgCr,1995
2122,"$175,000.00",CollgCr,1997
2123,"$211,000.00",CollgCr,1998
2124,"$146,000.00",CollgCr,1994
2125,"$147,900.00",CollgCr,1996
2126,"$123,600.00",CollgCr,1994
2127,"$204,750.00",CollgCr,1997
2128,"$235,500.00",CollgCr,1999
2129,"$217,000.00",CollgCr,1998
2130,"$190,550.00",CollgCr,2001
2131,"$217,500.00",CollgCr,2000
2132,"$226,000.00",CollgCr,2003
2133,"$180,000.00",CollgCr,2003
2134,"$131,000.00",CollgCr,1974
2135,"$153,500.00",CollgCr,1976
2136,"$160,000.00",CollgCr,1977
2137,"$134,900.00",CollgCr,1977
2138,"$130,000.00",CollgCr,1977
2139,"$120,000.00",CollgCr,1975
2140,"$112,500.00",CollgCr,1972
2141,"$122,000.00",CollgCr,1975
2142,"$127,000.00",CollgCr,1972
2143,"$117,000.00",CollgCr,1972
2144,"$305,900.00",CollgCr,2004
2145,"$228,500.00",CollgCr,2002
2146,"$270,000.00",CollgCr,2000
2147,"$192,000.00",CollgCr,2002
2148,"$213,000.00",CollgCr,2003
2149,"$200,000.00",CollgCr,2002
2150,"$267,000.00",CollgCr,1998
2151,"$228,000.00",CollgCr,1994
2152,"$275,000.00",CollgCr,2001
2153,"$211,000.00",CollgCr,1996
2154,"$285,000.00",CollgCr,2002
2155,"$240,000.00",CollgCr,1995
2156,"$131,500.00",CollgCr,2003
2157,"$246,900.00",CollgCr,1999
2158,"$219,500.00",CollgCr,2003
2159,"$185,000.00",CollgCr,2003
2160,"$179,400.00",CollgCr,2007
2161,"$213,500.00",CollgCr,2006
2162,"$179,600.00",CollgCr,2004
2163,"$173,500.00",CollgCr,2005
2164,"$167,840.00",CollgCr,2006
2165,"$168,675.00",CollgCr,2006
2166,"$167,000.00",CollgCr,2005
2167,"$140,000.00",Edwards,1965
2168,"$118,500.00",Edwards,1967
2169,"$110,000.00",Edwards,1963
2170,"$94,750.00",Edwards,1965
2171,"$122,000.00",Edwards,1925
2172,"$110,000.00",Edwards,1960
2173,"$118,500.00",Edwards,1990
2174,"$133,500.00",Edwards,1976
2175,"$148,000.00",Edwards,1976
2176,"$141,000.00",Edwards,1979
2177,"$155,000.00",Edwards,2006
2178,"$157,000.00",Edwards,2005
2179,"$171,500.00",Edwards,2005
2180,"$183,850.00",Edwards,2008
2181,"$184,750.00",Edwards,2007
2182,"$140,000.00",Edwards,2005
2183,"$131,750.00",Edwards,1959
2184,"$61,500.00",Edwards,1955
2185,"$111,000.00",Edwards,1954
2186,"$98,500.00",Edwards,1946
2187,"$79,000.00",Edwards,1931
2188,"$108,500.00",Edwards,1920
2189,"$110,000.00",Edwards,1954
2190,"$112,000.00",Edwards,1910
2191,"$125,000.00",Edwards,1955
